local_work_id,work_group_id,mapping_status,mapping_confidence,identity_source,verification_status,canonical_title,canonical_author,canonical_publisher,canonical_year,isbn_10,isbn_13,doi,ocaid,lccn,primary_identifier_type,primary_identifier,document_type,external_url,ol_work_key,ol_edition_key,openlibrary_action,local_pdf_count,local_folders,local_paths_json,notes
OLP-59D9B227F6C05028,parent:ccap-findeter-dots-presentacion-2020,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Formulación de los lineamientos y recomendaciones de política para la implementación de iniciativas de Desarrollo Orientado al Transporte Sostenible (DOTS) en Colombia: presentación general del proyecto,Consorcio SIGMA Gestión de Proyectos – Despacio,Consorcio SIGMA Gestión de Proyectos – Despacio,2020,,,,,,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,presentation,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,,EXTERNAL_OR_LOCAL_ONLY,1,Recomendaciones de política- DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf""]","Slide deck dated October 2020 carrying the '© Copyright CONSORCIO SIGMA GP - DESPACIO 2020' line on every slide; a project presentation, not an Open Library book"
OLP-CE01BCC2388CDD0E,parent:cepac-cali-2013,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Insumos para la aplicación de Certificados de Potencial Adicional de Construcción en la ciudad de Cali,Tito Yepes; Juan Carlos Junca; Juliana Aguilar; Sebastián Martínez,Fedesarrollo,2013,,,,,,url,https://ideas.repec.org/p/col/000124/012155.html,report,https://ideas.repec.org/p/col/000124/012155.html,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/Insumos-para-la-aplicación-de-Certificados-de-Potencial-Adicional-de-Construcción-en-la-ciudad-de-Cali-CEPAC.pdf""]","RePEc and the Fedesarrollo repository verify the full report title, authors, year, and publisher"
OLP-9B101C515AEDDC0F,parent:colombia-tod-nama-unfccc,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,NS-127 – Colombia TOD NAMA: NAMA seeking support for implementation,Findeter; Center for Clean Air Policy,United Nations Framework Convention on Climate Change,2015,,,,,,url,https://www4.unfccc.int/sites/PublicNAMA/_layouts/un/fccc/nama/NamaSeekingSupportForImplementation.aspx?ID=67,registry-record,https://www4.unfccc.int/sites/PublicNAMA/_layouts/un/fccc/nama/NamaSeekingSupportForImplementation.aspx?ID=67,,,EXTERNAL_OR_LOCAL_ONLY,1,Proyectos DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_NAMA_Colombia.pdf""]","Print-out of UNFCCC public NAMA registry entry NS-127; the national implementing entity contacts are Sandra P. Bejarano of Findeter and Steve Winkelman of CCAP, and the record states an expected implementation start of 2015 but carries no publication date, so the year is left blank rather than inferred; the UNFCCC registry was in maintenance during this session, and CCAP's own record is at https://www.ccap.org/post/colombia-transit-oriented-development-nama-selected-for-funding; a registry record, not an Open Library book"
OLP-C85942E9DBEFF98B,parent:connolly-wall-value-capture-ppps-2016,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Value Capture: A Valid Means of Funding PPPs?,Ciaran Connolly; Anthony Wall,Wiley,2016,,,10.1111/faam.12083,,,doi,10.1111/faam.12083,article,https://pure.qub.ac.uk/en/publications/value-capture-a-valid-means-of-funding-ppps/,,,EXTERNAL_OR_LOCAL_ONLY,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/Connolly_et_al-2016-Financial_Accountability_&_Management.pdf""]","Queen's University Belfast research record and Wiley DOI page verify the journal article title, authors, year, journal, pages, publisher, and DOI"
OLP-05513FA2D4E37FDF,parent:conpes-3991-2020,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Documento CONPES 3991: Política Nacional de Movilidad Urbana y Regional,Consejo Nacional de Política Económica y Social (CONPES),Departamento Nacional de Planeación,2020,,,,,,url,https://colaboracion.dnp.gov.co/CDT/Conpes/Econ%C3%B3micos/3991.pdf,report,https://colaboracion.dnp.gov.co/CDT/Conpes/Econ%C3%B3micos/3991.pdf,,,CREATE_RECORD_CANDIDATE,1,Conpes Movilidad Sostenible,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Conpes Movilidad Sostenible/Conpes_3991.pdf""]","Approved version dated Bogotá, 14 April 2020, prepared by the Departamento Nacional de Planeación with the Ministerios de Hacienda, Ambiente y Desarrollo Sostenible and Transporte; the misleading embedded PDF title about Situado Fiscal is template residue from an unrelated document; treated as a standalone numbered government policy report rather than a statute or decree, so flip this row to NONBOOK if CONPES documents should stay outside the book catalogue"
OLP-85AB90E8B5FAB2BB,parent:ctod-performance-tod-typology-2010,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Performance-Based Transit-Oriented Development Typology Guidebook,Mason Austin; Dena Belzer; Albert Benedict; Paul Esling; Peter Haas; Gajus Miknaitis; Elizabeth Wampler; Jeff Wood; Linda Young; Sam Zimbabwe,Center for Transit-Oriented Development; Reconnecting America; Center for Neighborhood Technology; Strategic Economics,2010,,,,,,url,https://trid.trb.org/View/1097129,guidebook,https://trid.trb.org/View/1097129,,,CREATE_RECORD_CANDIDATE,1,DOT estándar,"[""5 DOT y planeación urbana (Gregor Wessels)/DOT estándar/FINAL_PerformanceBasedTODTypologyGuidebook_FINAL.pdf""]","TRID authority record verifies the canonical title, ten credited authors, corporate authors, December 2010 date, media type, and pagination"
OLP-299F89CBC82F9688,parent:ctod-tod-case-studies-2007,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"TOD Case Studies: Implementation in Low-Income, Diverse Neighborhoods",Center for Transit-Oriented Development,Center for Transit-Oriented Development,2007,,,,,,url,https://ctod.org/pdfs/2007TODCaseStudies.pdf,report,https://ctod.org/pdfs/2007TODCaseStudies.pdf,,,CREATE_RECORD_CANDIDATE,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/2007TODCaseStudies.pdf""]","CTOD-hosted report verifies the title, corporate author, responsible organizations, funder, updated date of 17 January 2007, and report purpose"
OLP-66098650F7D56B79,parent:curso-captura-valor-2018,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: informe final,Despacio; Infratrans,CAF - Banco de Desarrollo de América Latina,2018,,,,,,local_work,OLP-66098650F7D56B79,report,,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/Informe Final Curso Captura de valor (Ago2018) 20180920.pdf""]","Cover page verifies the title, the label 'Informe final', the course dates 27-30 August 2018 in Bogotá, the clients CAF and FDN, and execution by Despacio and Infratrans; no public repository copy was located, so an authoritative URL is still outstanding"
OLP-52F1B58424ED5562,parent:curso-captura-valor-2018-conclusiones,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: conclusiones y recomendaciones,Carlos Felipe Pardo,Despacio,2018,,,,,,local_work,OLP-52F1B58424ED5562,presentation,,,,EXTERNAL_OR_LOCAL_ONLY,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/Curso Captura Valor Conclusiones  20180921.pdf""]","Closing slide deck of the CAF-FDN value capture course held in Bogotá 27-30 August 2018; slide 1 and the embedded PDF author verify title and authorship, and the companion final report in the same folder verifies the course dates; a presentation, not an Open Library book"
OLP-61DE92D2F42ACDEE,parent:dc-columbia-heights-framework-2004,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Columbia Heights Public Realm Framework,Zimmer Gunsul Frasca Partnership,"Government of the District of Columbia, Office of Planning",2004,,,,,,url,https://planning.dc.gov/page/columbia-heights-public-realm-framework-plan-and-columbia-heights-revitalization-information,planning-document,https://planning.dc.gov/page/columbia-heights-public-realm-framework-plan-and-columbia-heights-revitalization-information,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Columbia Heights case.pdf""]","Official DC Office of Planning page and full plan verify the title, preparer, issuing organization, October 2004 date, and planning-document type"
OLP-5D625A487C75BB25,parent:decreto-497-2023-pmss,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,"Decreto 497 de 2023, por el cual se adopta el Plan de Movilidad Sostenible y Segura (PMSS) para Bogotá Distrito Capital y se dictan otras disposiciones","Alcaldía Mayor de Bogotá, D.C.","Secretaría Jurídica Distrital, Alcaldía Mayor de Bogotá, D.C.",2023,,,,,,url,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=150400,legal-document,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=150400,,,EXTERNAL_OR_LOCAL_ONLY,1,PMMS Bogota 2023,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/Decreto 497 de 2023 Alcaldía Mayor de Bogotá, D.C_.pdf""]","Browser capture taken 25 January 2024 of the Régimen Legal de Bogotá record: expedition date 26 October 2023, in force 28 October 2023, published in Registro Distrital 7845 of 27 October 2023; a municipal decree, not an Open Library book"
OLP-690A7AD934DBA8E5,parent:dots-colombia-informe2-deber-ser-2019,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Informe 2: El deber ser de la política DOTS,Consorcio SIGMA Gestión de Proyectos – Despacio,Center for Clean Air Policy (CCAP); Findeter,2019,,,,,,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,report,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,,CREATE_RECORD_CANDIDATE,1,Recomendaciones de política- DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf""]","Cover verifies 'INFORME 2: EL DEBER SER DE LA POLÍTICA DOTS - V2', dated 6 September 2019, presented to CCAP and Findeter by the Consorcio SIGMA GP - Despacio; 178 pages of concept definition and international case studies, a distinct deliverable from Informe 3"
OLP-3DEF9668126812ED,parent:dots-colombia-informe3-diagnostico-2019,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Informe 3: Diagnóstico del marco de política en Colombia para el desarrollo de proyectos DOTS,Consorcio SIGMA Gestión de Proyectos – Despacio,Center for Clean Air Policy (CCAP); Findeter,2019,,,,,,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,report,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,,CREATE_RECORD_CANDIDATE,1,Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Diagnóstico del marco de política para proyectos DOTS en Colombia .pdf""]","Cover verifies 'INFORME 3: DIAGNÓSTICO DEL MARCO DE POLÍTICA EN COLOMBIA PARA EL DESARROLLO DE PROYECTOS DOTS - V2', dated 17 October 2019, presented to CCAP and Findeter by the Consorcio SIGMA GP - Despacio under the consultancy 'Formulación de los lineamientos y recomendaciones de política para la implementación de iniciativas DOTS en Colombia'; the Despacio project page confirms the client, the consortium and the March 2019 to October 2020 period"
OLP-D77477A4D388B6B0,parent:dots-manual-2009,AUTHORITY_MAPPED,1.000,verified_manifest,PARENT_COMPONENT,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2010,,,,,,url,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,manual,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,CREATE_RECORD_CANDIDATE,9,Desarrollo orientado al tranporte sustentable; DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/TOD manual spanish.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_bibliografia_glosario_creditos.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_Quienes_Participan_Agradecimientos.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion1_porque_importante.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_a_que_es.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion2_b_que_es.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion3_como_hacer.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion4_hacia_donde_vamos_0.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Desarrollo orientado al tranporte sustentable/DOTS_seccion5_anexos.pdf""]",Image-only full Spanish manual; cover and contents match the verified split-section publication | The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual
OLP-831BDA6824661132,parent:driven-apart-cortright-2010,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Driven Apart: How Sprawl Is Lengthening Our Commutes and Why Misleading Mobility Measures Are Making Things Worse,Joe Cortright,CEOs for Cities,2010,,,,,,url,https://cityobservatory.org/wp-content/uploads/2015/08/Cortright_Driven_Apart_2010.pdf,report,https://cityobservatory.org/wp-content/uploads/2015/08/Cortright_Driven_Apart_2010.pdf,,,CREATE_RECORD_CANDIDATE,1,Smart Growth,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Driven Apart How sprawl is lengthening our commutes and why misleading mobility measures.pdf""]","Author-hosted report copy verifies the canonical title, author, publisher, Rockefeller Foundation funding, and September 2010 date"
OLP-BA8A881E724F2379,parent:edelman-allor-latin-america-2018,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"Economy, Environment & Culture in Latin America: A Comparative Study of National Planning in Brazil and Mexico",David J. Edelman; David J. Allor,LAP Lambert Academic Publishing,2018,,9786139845675,,,,isbn_13,9786139845675,book,https://researchdirectory.uc.edu/p/edelmadj,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Economy, environment and culture in Latin America - David Edelman.pdf""]","University of Cincinnati author bibliography and bookseller authority data verify the title, both authors, publisher, May 2018 date, pagination, language, and checksum-valid ISBN"
OLP-52AE7BAAEDA02162,parent:eea-land-use-scenarios-europe-2007,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Land-use scenarios for Europe: qualitative and quantitative analysis on a European scale,European Environment Agency,European Environment Agency,2007,,9789291679270,,,,isbn_13,9789291679270,report,https://www.eea.europa.eu/publications/technical_report_2007_9,,,CREATE_RECORD_CANDIDATE,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land use europe technical_report_9_2007.pdf""]","Official EEA Technical Report 9/2007; title, responsible organization, publisher, year, series, pagination, and checksum-valid ISBN corroborated by government-hosted copies"
OLP-F7F89E82B5B53BA6,parent:embarq-dots-cidades-2015,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,DOTS Cidades: Manual de Desenvolvimento Urbano Orientado ao Transporte Sustentável,EMBARQ Brasil,EMBARQ Brasil,2015,,,,,,url,https://www.mpsp.mp.br/portal/page/portal/documentacao_e_divulgacao/doc_biblioteca/bibli_servicos_produtos/BibliotecaDigital/BibDigitalLivros/TodosOsLivros/DOTS_Cidades--Manual_de_Desenvolvimento_Urbano_Orientado_ao_Transporte_Sustentavel.pdf,manual,https://www.mpsp.mp.br/portal/page/portal/documentacao_e_divulgacao/doc_biblioteca/bibli_servicos_produtos/BibliotecaDigital/BibDigitalLivros/TodosOsLivros/DOTS_Cidades--Manual_de_Desenvolvimento_Urbano_Orientado_ao_Transporte_Sustentavel.pdf,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Cidades - EMBARQ Brasil.pdf""]","Government-hosted full publication and copyright page verify the canonical title, responsible organization, publisher, 2015 date, format, and pagination"
OLP-6B0811BB45EC551C,parent:epa-infrastructure-financing-tod-2013,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Infrastructure Financing Options for Transit-Oriented Development,United States Environmental Protection Agency,United States Environmental Protection Agency,2013,,,,,,url,https://www.epa.gov/smartgrowth/infrastructure-financing-options-transit-oriented-development,report,https://www.epa.gov/smartgrowth/infrastructure-financing-options-transit-oriented-development,,,CREATE_RECORD_CANDIDATE,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD-infrastructure-financing-report-2013.pdf""]","Official EPA publication page verifies the canonical title, responsible organization, publisher, date, scope, and 251-page report format"
OLP-03CE311C8C8C265E,parent:epa-smart-growth-economic-success-2012,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"Smart Growth and Economic Success: Benefits for Real Estate Developers, Investors, Businesses, and Local Governments","United States Environmental Protection Agency, Office of Sustainable Communities",United States Environmental Protection Agency,2012,,,,,,url,https://www.epa.gov/sites/default/files/documents/smart_growth_and_economic_success.pdf,report,https://www.epa.gov/sites/default/files/documents/smart_growth_and_economic_success.pdf,,,CREATE_RECORD_CANDIDATE,1,Smart Growth,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/smart growth - economic_success.pdf""]","Official EPA publication and archived program page verify the canonical cover title, responsible office, publisher, and December 2012 publication date"
OLP-7F9A83380D52F964,parent:epa-smart-growth-ghg-guide-2010,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Smart Growth: A Guide to Developing and Implementing Greenhouse Gas Reduction Programs,United States Environmental Protection Agency,United States Environmental Protection Agency,2010,,,,,,url,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P100B4BC.TXT,report,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P100B4BC.TXT,,,CREATE_RECORD_CANDIDATE,1,Smart Growth,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/TRB-smart_growth_guide.pdf""]","Official EPA National Service Center for Environmental Publications record verifies the title, responsible organization, publisher, date, and guide content"
OLP-76065316FC05F191,parent:estrategia-nacional-transporte-sostenible-2022,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Estrategia Nacional de Transporte Sostenible,Ministerio de Transporte de Colombia; Ministerio de Ambiente y Desarrollo Sostenible; Ministerio de Minas y Energía; Departamento Nacional de Planeación; Unidad de Planeación Minero Energética,Gobierno de Colombia,2022,,,,,,url,https://mintransporte.gov.co/publicaciones/10754/transporte-sostenible/,report,https://mintransporte.gov.co/publicaciones/10754/transporte-sostenible/,,,CREATE_RECORD_CANDIDATE,1,Otras políticas relacionadas,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Otras políticas relacionadas/05-Agosto-2022 Estrategia Nacional de Transporte Sostenible_V6.pdf""]","Cover reads 'Estrategia Nacional de Transporte Sostenible - GOBIERNO DE COLOMBIA » 2022'; the Ministerio de Transporte publications page hosts the official document, developed through the Mesa Interinstitucional de Transporte Sostenible and presented in August 2022"
OLP-5929B1A8D5477EF2,parent:galindo-salta-tod-2023,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Plan de internacionalización de la ciudad de Salta mediante el desarrollo orientado al transporte,Ricardo Galindo Anaya-Ferrel,Universidad Siglo 21,2023,,,,,,url,https://repositorio.21.edu.ar/handle/ues21/28467,dissertation,https://repositorio.21.edu.ar/handle/ues21/28467,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2022_DOTS_Salta.pdf""]","Official university repository verifies the canonical title, author, institution, final-degree-work type, September 2023 issue date, and handle; the local title page is dated 2022"
OLP-BB35DB4F220AA6B9,parent:gamarra-betterment-levy-peru-2001,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Experience with the Betterment Levy in Peru,Margarita Gamarra Huayapa,Lincoln Institute of Land Policy,2001,,,,,,url,https://www.lincolninst.edu/app/uploads/2024/04/1558_783_Land20Lines20Jan20200920final.pdf,working-paper,https://www.lincolninst.edu/app/uploads/2024/04/1558_783_Land20Lines20Jan20200920final.pdf,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/Experience with the betterment levy in Peru. Gamarra Huayapa English Final.pdf""]","Lincoln Institute bibliography and the local working-paper title page verify the title, author, publisher, and original 2001 date; a later bibliography lists the English translation in 2008"
OLP-8F4729514371311A,parent:gomez-ibanez-thanh-hcmc-2008,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Ho Chi Minh City Transport and Land Use,José A. Gómez-Ibáñez; Nguyen Xuan Thanh,Fulbright Economics Teaching Program,2008,,,,,,url,https://fsppm.fulbright.edu.vn/en/case/ho-chi-minh-city-transport-and-land-use-56/,teaching-case,https://fsppm.fulbright.edu.vn/en/case/ho-chi-minh-city-transport-and-land-use-56/,,,CREATE_RECORD_CANDIDATE,1,DOTS Asia,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Asia/HCMC transport and land use research.pdf""]","Official Fulbright School case catalog verifies the title, authors, publisher, 22 June 2008 date, case number CE08-32-34.0, media type, and pagination"
OLP-F5338AD4F9D7F733,parent:goodman-houses-apartments-property-taxes-2006,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,"Houses, Apartments, and the Incidence of Property Taxes",Jack Goodman,Fannie Mae Foundation,2006,,,10.1080/10511482.2006.9521558,,,doi,10.1080/10511482.2006.9521558,article,https://www.tandfonline.com/doi/abs/10.1080/10511482.2006.9521558,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/property tax sprawl hpd_1701_goodman.pdf""]","Publisher DOI page verifies the article title, author, 2006 Housing Policy Debate volume and issue, pages, publisher context, and DOI"
OLP-27586CE5990FBBC5,parent:guzman-paez-borrero-metro-bogota-2012,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Estrategias de captura de valor para financiar la construcción del metro de Bogotá: instrumentos y potencial,Luis A. Guzmán; Daniel Páez; Oscar Borrero,Universidad de los Andes,2012,,,,,,local_work,OLP-27586CE5990FBBC5,presentation,,,,EXTERNAL_OR_LOCAL_ONLY,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/GUZMAN, PAEZ y BORRERO CIE UANDES PPT estrategia de captura de valor para financiar la construccion del metro de Bogota.pdf""]","Bilingual conference slide deck dated 5 December 2012; slide 1 and the embedded PDF title 'TS08A Luis A. Guzmán' verify the title, the three authors and the session code; no public conference proceedings record was located, and slides are not an Open Library book"
OLP-D52DA0D08AB2BBE6,parent:hong-lam-hong-kong-land-values-1998,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Opportunities and Risks of Capturing Land Values Under Hong Kong's Leasehold System,Yu-Hung Hong; Alven H. S. Lam,Lincoln Institute of Land Policy,1998,,,,,,url,https://www.lincolninst.edu/app/uploads/2024/04/65_honglam98_1.pdf,report,https://www.lincolninst.edu/app/uploads/2024/04/65_honglam98_1.pdf,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/LandRentCaptureHongKong_1998.pdf""]","Official Lincoln Institute working-paper copy and catalog verify the full title, authors, publisher, date, format, and product code WP98YH1"
OLP-464646C12F911A65,parent:idb-tod-latin-america-2021,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Desarrollo orientado al transporte: una evaluación de tendencias y oportunidades para América Latina,Daniel A. Rodríguez; Mario Durán Ortiz; Jason Hobbs; Francisca María Magdalena Rojas; Anne Hudson,Inter-American Development Bank,2021,,,10.18235/0003802,,,doi,10.18235/0003802,discussion-paper,https://publications.iadb.org/es/desarrollo-orientado-al-transporte-una-evaluacion-de-tendencias-y-oportunidades-para-america-latina,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS_Latam.pdf""]","Official IDB publication and Dublin Core records verify the title, author, editors, publisher, November 2021 date, report number IDB-DP-00802, pagination, and DOI"
OLP-4B3C557A93EC2F6F,parent:iedc-economic-development-smart-growth-2006,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"Economic Development and Smart Growth: 8 Case Studies on the Connections Between Smart Growth Development and Jobs, Wealth, and Quality of Life in Communities",Alex Iams; Pearl Kaplan,International Economic Development Council,2006,,,,,,url,https://opd.gov.mp/library/smart-safe-growth/economic-development-and-smart-growth/iedc-2006-economic-development-and-smart-growth.pdf,report,https://opd.gov.mp/library/smart-safe-growth/economic-development-and-smart-growth/iedc-2006-economic-development-and-smart-growth.pdf,,,CREATE_RECORD_CANDIDATE,1,Smart Growth,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart_Growth-econdev.pdf""]","Government-hosted publication copy and IEDC material verify the full title, editors, publisher, cooperative agreement, and August 2006 date"
